Age,Gender,Income,Education,Work_Experience,Debt_Amount,Sleep_Hours,Favorite_Color
-1.1065514084938755,Male,-1.1537660857148717,Bachelor,2,10000,7.5,Blue
-0.36493669523801736,Female,-0.3167387523025987,Master,6,5000,6.0,Red
-0.788716531384222,Male,-0.8608065190205761,Bachelor,4,12000,8.0,Green
1.012347772237148,Male,0.9388022478158109,PhD,15,0,6.5,Blue
-1.3184413265669779,Female,-1.4467256524091672,Bachelor,1,15000,7.0,Yellow
1.5420725674199036,Male,1.1480590811688791,Master,20,2000,5.5,Black
0.17134139637998905,Male,-1.0282119857030307,Bachelor,3,8000,7.2,White
-0.04710181812836385,Female,-0.10748191894953044,Master,8,0,6.8,Blue
0.482622977054392,Male,2.403600081287289,PhD,12,50000,6.0,Red
-0.6827715723476708,Female,-0.6096983189968942,Master,5,20000,7.0,Green
2.0717973626026596,Male,1.3573159145219473,Master,25,0,6.0,Black
-1.424386285603529,Male,-1.6978338524328491,High School,0,0,9.0,Red
-0.4708816542745685,Female,-0.19118465229075773,Bachelor,7,10000,7.5,Blue
0.6945128951274943,Male,1.5665727478750155,PhD,15,5000,6.2,White
-0.5768266133111197,Female,-0.525995585655667,Master,5,8000,7.0,Pink
-0.2589917362014662,Male,-0.023779185608303128,Bachelor,9,15000,6.5,Green
-0.8946614904207731,Female,-0.9445092523618035,Bachelor,3,12000,7.8,Yellow
0.05884314090818731,Male,0.3110317477566061,Master,10,5000,6.0,Blue
-1.2124963675304268,Female,-1.36302291906794,Bachelor,1,8000,8.2,Red
2.389632239712313,Male,1.9850864145811522,PhD,30,0,5.5,Black
-1.0006064494573244,Male,-1.111914719044258,Bachelor,3,9000,7.0,White
1.3301826493468012,Female,1.0643563478276519,PhD,20,2000,6.5,Purple
-0.15304677716491502,Male,0.10177491440353782,Bachelor,10,18000,7.0,Green
0.3766780180178408,Female,0.3947344810978334,Master,14,5000,6.8,Blue
-1.424386285603529,Male,-1.5722797524210081,Bachelor,0,20000,8.5,Red
-0.6827715723476708,Female,-0.6096983189968942,Master,5,10000,7.2,Yellow
1.012347772237148,Male,1.2317618145101064,PhD,18,0,6.0,Black
-0.4708816542745685,Male,-0.44229285231443966,Bachelor,6,12000,7.5,White
0.16478809994473848,Female,0.22732901441537878,Master,12,6000,6.5,Pink
0.17134139637998905,Female,-0.7771037856793489,Bachelor,4,8000,7.8,Blue
0.5885679360909432,Male,0.6458426811215153,Master,15,3000,6.2,Green
-0.788716531384222,Female,-0.9026578856911898,Bachelor,3,10000,7.5,Red
-0.2589917362014662,Male,-0.10748191894953044,Bachelor,9,14000,7.0,Yellow
1.753962485493006,Female,1.4828700145337883,PhD,24,0,6.0,Purple
-1.3184413265669779,Male,-1.5304283857503946,Bachelor,1,15000,8.0,Blue
1.22423769031025,Male,1.0643563478276519,Master,20,5000,6.5,Black
-0.5768266133111197,Female,-0.3167387523025987,Master,6,8000,7.0,White
-1.0006064494573244,Male,-1.0282119857030307,Bachelor,3,11000,7.5,Green
-0.04710181812836385,Female,0.05992354773292417,Master,10,2000,6.8,Pink
-1.53033124464008,Male,-1.7815365857740766,High School,0,0,9.0,Red
0.9064028132005967,Male,0.8969508811451972,PhD,16,1000,6.2,Blue
-0.6827715723476708,Female,-0.5678469523262806,Master,5,9000,7.0,Yellow
0.27073305898128963,Male,0.3947344810978334,Bachelor,13,16000,6.5,Purple
2.0717973626026596,Female,1.775829581228084,PhD,28,0,6.0,Black
-0.8946614904207731,Male,-0.8608065190205761,Bachelor,4,12000,7.5,White
-0.36493669523801736,Female,-0.27488738563198506,Master,7,6000,6.8,Green
1.118292731273699,Male,1.1062077144982654,PhD,19,2000,6.2,Red
-1.2124963675304268,Female,-1.2793201857267127,Bachelor,2,13000,8.0,Blue
0.05884314090818731,Male,0.26918038108599246,Master,11,7000,6.5,Yellow
0.482622977054392,Female,0.5202885811096744,Master,14,3000,6.5,Purple
